"ID","Label","Ort1","Ort2","Geschlecht","Geburt","Tod"
4617,"Rosenberg, Widukind (1200–1259)","Neuhaus in Böhmen","","m",1200,1259
4618,"Rosenberg, Ulrich (1230–1282)","Neuhaus in Böhmen","Neuhaus in Böhmen","m",1230,1282
4619,"Rosenberg, Ulrich (1260–1312)","Neuhaus in Böhmen","","m",1260,1312
4620,"Rosenberg, Ulrich (1290–1348)","Neuhaus in Böhmen","","m",1290,1348
4621,"Rosenberg, Heinrich (1320–1363)","Neuhaus in Böhmen","Neuhaus in Böhmen","m",1320,1363
4622,"Rosenberg, Heinrich (1350–1398), Oberstburggraf von Prag","Neuhaus in Böhmen","","m",1350,1398
4623,"Rosenberg, Johann (1380–1420)","Neuhaus in Böhmen","Prag","m",1380,1420
4624,"Rosenberg, Johann (1410–1452)","Neuhaus in Böhmen","Teltsch","m",1410,1452
4625,"Rosenberg, Ulrich (1325–1383)","Neuhaus in Böhmen","","m",1325,1383
4626,"Rosenberg, Johann (1360–1417)","Neuhaus in Böhmen","","m",1360,1417
4627,"Rosenberg, Meinhard (1391–1449), Oberstburggraf von Prag","Neuhaus in Böhmen","Ritschan in Böhmen","m",1391,1449
4628,"Rosenberg, Ulrich (1420–1453)","Neuhaus in Böhmen","","m",1420,1453
4629,"Rosenberg, Ulrich (1375–1421), Oberstmünzmeister in Böhmen","Neuhaus in Böhmen","Kuttenberg","m",1375,1421
4630,"Rosenberg, Meinhard (1329–1362), Bischof von Trient","Neuhaus in Böhmen","Trento","m",1329,1362
4631,"Sternberg, Kunigunda (1422–1449)","Sternberg in Mähren","Podiebrad","w",1422,1449
4632,"Sternberg, Ulrich (1510–1567)","Sternberg in Mähren","","m",1510,1567
4633,"Sternberg, Odoaker (1540–1589)","Sternberg in Mähren","","m",1540,1589
4634,"Piastowicz, Friedrich (1480–1547), Herzog in Schlesien","Liegnitz","Liegnitz","m",1480,1547
4635,"Piastowicz, Friedrich (1520–1570), Herzog in Schlesien","Liegnitz","","m",1520,1570
4636,"Piastowicz, Heinrich (1539–1588), Herzog in Schlesien","Liegnitz","Kraków","m",1539,1588
4637,"Haugwitz, Wenzel (1510–1571)","Reichwaldau in Mähren","Prag","m",1510,1571
4638,"Haugwitz, Joachim (1560–1607), Landeshauptmann von Mähren","Reichwaldau in Mähren","Olmütz","m",1560,1607
4639,"Rosenberg, Sezima (1430–1487)","Aust an der Lainsitz","","m",1430,1487
4640,"Rosenberg, Johann (1470–1537)","Aust an der Lainsitz","","m",1470,1537
4641,"Rosenberg, Georg (1520–1575)","Aust an der Lainsitz","","m",1520,1575
4642,"Rosenberg, Anna (1600–1664)","Aust an der Lainsitz","","w",1600,1664
4643,"Löbl von Greinburg, Johann (1490–1534)","","","m",1490,1534
4644,"Trauttmansdorff, Johann Joachim (1575–1636)","Totzenbach am Haspelwald","","m",1575,1636
4645,"Löbl von Greinburg, Johann Jakob (1520–1560)","","","m",1520,1560
4646,"Carretto, Jakob (1220–1272)","Finale","Finale","m",1220,1272
4647,"Carretto, Konrad (1250–1316)","Finale","","m",1250,1316
4648,"Carretto, Franz (1280–1330)","","","m",1280,1330
4649,"Carretto, Bonifaz (1315–1345)","","","m",1315,1345
4650,"Carretto, Anton (1260–1313)","Finale","Finale","m",1260,1313
4651,"Carretto, Georg (1290–1359)","Finale","Finale","m",1290,1359
4652,"Carretto, Karl (1340–1421)","Finale","Zuccarello","m",1340,1421
4653,"Carretto, Heinrich (1377–1431)","Zuccarello","Zuccarello","m",1377,1431
4654,"Carretto, Karl (1420–1488)","Zuccarello","Zuccarello","m",1420,1488
4655,"Carretto, Anton (1450–1519)","Zuccarello","Zuccarello","m",1450,1519
4656,"Carretto, Bartlme (1485–1554)","Zuccarello","Albenga","m",1485,1554
4657,"Carretto, Williprecht (1523–1574)","Zuccarello","Zuccarello","m",1523,1574
4658,"Carretto, Scipio (1550–1605)","Zuccarello","Mondovì","m",1550,1605
4659,"Carretto, Williprecht (1585–1658), Mundschenk","Zuccarello","Torino","m",1585,1658
4660,"Kolowrat, Ferdinand Ludwig (1621–1701), Großprior des Malteserordens in Böhmen","Innsbruck","Heideburg in Böhmen, ▭ Prag","m",1621,1701
4661,"Kolowrat, Johann Wilhelm (1624–1668), Erzbischof von Prag","Innsbruck","Brünn in Mähren, ▭ Olmütz, ▭ Reichenau an der Knieschna","m",1624,1668
4662,"Kolowrat, Leopold Ulrich (1635–1690), Kämmerer","Wien","Prag","m",1635,1690
4663,"Hornberg, Georg Christoph (1550–1597), Kämmerer","","Wien:Schottenkirche","m",1550,1597
4664,"Hornberg, Johann Christoph (1590–1629), Kämmerer","","","m",1590,1629
4665,"Hornberg, Andreas Hermann (1560–1601), Mundschenk","","","m",1560,1601
4666,"Hornberg, Georg Siegmund (1615–1667), Kämmerer","","","m",1615,1667
4667,"Kellner von Zinnendorf, Wilhelm (1545–1606)","Augsburg","Augsburg","m",1545,1606
4668,"Lamberg, Gregor (1480–1565)","","","m",1480,1565
4669,"Lamberg, Katharina (1520–1569)","","","w",1520,1569
4670,"Volkenstorf, Wolfgang Wilhelm (1567–1616), Landeshauptmann von Oberösterreich","Volkenstorf","","m",1567,1616
4671,"Erdődy, Johann (1587–1626), Bischof von Erlau","Eberau im Burgenland","","m",1587,1626
4672,"Erdődy, Stephan (1586–1638), Bischof von Syrmien","Eberau im Burgenland","","m",1586,1638
4673,"Salm, Johann (1380–1431)","","Bulgnéville","m",1380,1431
4674,"Salm, Simon (1408–1459)","","","m",1408,1459
4675,"Rheingraf zum Stein, Johann (1436–1495)","Dhaun","","m",1436,1495
4676,"Rheingraf zum Stein, Johann (1460–1499)","Dhaun","","m",1460,1499
4677,"Rheingraf zum Stein, Philipp (1492–1521)","Dhaun","","m",1492,1521
4678,"Rheingraf zum Stein, Philipp Franz (1518–1561)","Dhaun","Naumburg an der Saale","m",1518,1561
4679,"Rheingraf zum Stein, Friedrich (1547–1608)","Neuviller an der Mosel","Finstingen","m",1547,1608
4680,"Rheingraf zum Stein, Philipp Otto (1575–1634), Hofkriegsrat","Neuviller an der Mosel","Neuviller an der Mosel","m",1575,1634
4681,"Leuchtenberg, Amalia (1469–1538)","Pfreimd","Rottweil","w",1469,1538
4682,"Salis, Herkules (1503–1578)","Soglio im Bergell","Soglio im Bergell","m",1503,1578
4683,"Salis, Rudolf (1529–1600), Hofdiener","Soglio im Bergell","Basel","m",1529,1600
4684,"Salis, Abund (1534–1567)","Soglio im Bergell","Wien","m",1534,1567
4685,"Salis, Albrecht (1548–1597)","Chur in Graubünden","Amberg in der Oberpfalz","m",1548,1597
4686,"Salis, Johann Wolfgang (1597–1640)","München","Wismar, ▭ Regensburg","m",1597,1640
4687,"Thurn, Johann (1430–1506)","","","m",1430,1506
4688,"Thurn, Georg (1460–1512)","","Sanabor","m",1460,1512
4689,"Prager von Windhaag, Lassel (1460–1514), Kämmerer","","Windhaag im Machland","m",1460,1514
4690,"Prager von Windhaag, Johann (1507–1572), Vorschneider","Windhaag im Machland","","m",1507,1572
4691,"Prager von Windhaag, Lassel (1508–1558), Truchsess","Windhaag im Machland","","m",1508,1558
4692,"Prager von Windhaag, Andreas (1510–1569)","Windhaag im Machland","","m",1510,1569
4693,"Prager von Windhaag, Friedrich (1545–1600)","Windhaag im Machland","","m",1545,1600
4694,"Prager von Windhaag, Margarita (1585–1669)","Windhaag im Machland","","w",1585,1669
4695,"Liechtenstein von Nikolsburg, Erasam (1547–1591), Kämmerer","Feldsberg im Weinviertel","Jauer an der Raab","m",1547,1591
4696,"Mérey, Michael (1500–1572)","","","m",1500,1572
4697,"Kuenburg, Michael (1514–1560), Erzbischof von Salzburg","Sachsenburg an der Drau","Salzburg","m",1514,1560
4698,"Kuenburg, Christoph (1510–1584)","Sachsenburg an der Drau","","m",1510,1584
4699,"Kuenburg, Elisabeth (1546–1602)","","Gurnitz","w",1546,1602
4700,"Kuenburg, Georg (1542–1587), Erzbischof von Salzburg","Moosham im Lungau","Salzburg","m",1542,1587
4701,"Thurzó von Bethlenfalva, Bernhard (1500–1551)","Augsburg","Grafenegg im Weinviertel","m",1500,1551
4702,"Thurzó von Bethlenfalva, Bernhard (1535–1594), Truchsess","Augsburg","","m",1535,1594
4703,"Thurzó von Bethlenfalva, Barbara (1534–1597)","Augsburg","","w",1534,1597
4704,"Thurzó von Bethlenfalva, Elisabeth (1621–1642)","Bitscha an der Waag","Lackenbach im Burgenland","w",1621,1642
4705,"Rehlinger, Bernhard (1440–1484)","Augsburg","","m",1440,1484
4706,"Rehlinger, Johann (1483–1552)","Horgau an der Roth","Füssen im Allgäu","m",1483,1552
4707,"Rehlinger, Anna (1505–1548)","Horgau an der Roth","Schwaz in Tirol, ▭ Babenhausen in Schwaben","w",1505,1548
4708,"Rehlinger, Bernhard (1477–1537)","Horgau an der Roth","","m",1477,1537
4709,"Rehlinger, Bernhard (1504–1572)","Augsburg","","m",1504,1572
4710,"Wendenstein von Prandtenberg, Johann (1589–1629), Hofkammerrat","","","m",1589,1629
4711,"Drugeth von Homonna, Johann (1465–1512)","Homenau","","m",1465,1512
4712,"Drugeth von Homonna, Georg (1495–1548)","Homenau","","m",1495,1548
4713,"Drugeth von Homonna, Gabriel (1505–1551)","Homenau","","m",1505,1551
4714,"Dieskau, Jakob (1546–1597), Kämmerer","Finsterwalde in der Lausitz","","m",1546,1597
4715,"Schönberg, Johann (1470–1524)","Sachsenburg an der Zschopau","","m",1470,1524
4716,"Schönberg, Wolfgang (1505–1568)","Börnichen in Mittelsachsen","Schönau in Mittelsachsen","m",1505,1568
4717,"Schönberg, Johann Wolfgang (1539–1603)","Schönau in Mittelsachsen","Dresden, ▭ Pulsnitz","m",1539,1603
4718,"Schönberg, Wolfgang Georg (1567–1619)","Dresden","Pulsnitz","m",1567,1619
4719,"Schönberg, Moritz (1522–1595)","Börnichen in Mittelsachsen","Schönau in Mittelsachsen","m",1522,1595
4720,"Schönberg, Johann Georg (1549–1618), Hofdiener","Börnichen in Mittelsachsen","Wünschendorf im Elstertal, ▭ Schönau in Mittelsachsen","m",1549,1618
4721,"Schönberg, Georg (1559–1578)","Schönau in Mittelsachsen","Paris","m",1559,1578
4722,"Schönberg, Kaspar (1540–1599)","Schönau in Mittelsachsen","Paris, ▭ Nanteuil le Haudouin","m",1540,1599
4723,"Schönberg, Heinrich (1575–1632), Marschall von Frankreich","Paris","Bordeaux","m",1575,1632
4724,"Schönberg, Karl (1601–1656), Marschall von Frankreich","Nanteuil le Haudouin","Paris, ▭ Nanteuil le Haudouin","m",1601,1656
4725,"Tattenbach, Gottfried (1510–1567)","","","m",1510,1567
4726,"Tattenbach, Veit (1540–1590)","","Istanbul, ▭ Niedernburg in Passau","m",1540,1590
4727,"Tattenbach, Johann Rudolf (1578–1647), Kämmerer","Sankt Martin im Innkreis","","m",1578,1647
4728,"Carretto, Pyrrhus (1476–1553)","Zuccarello","Balestrino","m",1476,1553
4729,"Carretto, Anton (1497–1574)","Balestrino","Balestrino","m",1497,1574
4730,"Carretto, Heinrich (1535–1610)","Balestrino","Albenga","m",1535,1610
4731,"Carretto, Hadrian (1574–1613), Vorschneider","Balestrino","Marseille","m",1574,1613
4732,"Herzan von Harras, Adam (1490–1533)","","","m",1490,1533
4733,"Herzan von Harras, Wenzel (1530–1570)","","","m",1530,1570
4734,"Herzan von Harras, Adam Felix (1560–1598)","","","m",1560,1598
4735,"Herzan von Harras, Niklas (1520–1565)","","","m",1520,1565
4736,"Herzan von Harras, Adam (1550–1619)","","Rothenhaus im Erzgebirge","m",1550,1619
4737,"Herzan von Harras, Tobias (1510–1570)","","","m",1510,1570
4738,"Herzan von Harras, Wenzel (1540–1584)","","","m",1540,1584
4739,"Herzan von Harras, Niklas (1578–1617)","","","m",1578,1617
4740,"Herzan von Harras, Sedeslaus (1579–1642)","","","m",1579,1642
4741,"Herzan von Harras, Johann (1500–1561)","","","m",1500,1561
4742,"Tattenbach, Johann (1510–1567)","","","m",1510,1567
4743,"Tattenbach, Siegmund (1540–1594)","","","m",1540,1594
4744,"Szunyogh, Moses (1565–1621)","Wardein an der Schnellen Kreisch","","m",1565,1621
4745,"Szunyogh, Andreas (1600–1657)","Wardein an der Schnellen Kreisch","","m",1600,1657
4746,"Proskau, Johann (1450–1510)","Proskau","","m",1450,1510
4747,"Kochtizky, Johann (1543–1591)","Lublinitz","Breslau, ▭ Lublinitz","m",1543,1591
4748,"Kochtizky, Niklas (1570–1622), Landeshauptmann von Neiße","Lublinitz","","m",1570,1622
4749,"Kochtizky, Andreas (1568–1634), Landeshauptmann von Oppeln","Lublinitz","Wien, ▭ Cosel an der Oder","m",1568,1634
4750,"Polheim, Reinprecht (1400–1466)","Lichtenegg im Hausruckviertel","Wels:Minoritenkloster","m",1400,1466
4751,"Polheim, Andreas (1440–1496), Kämmerer","Lichtenegg im Hausruckviertel","","m",1440,1496
4752,"Polheim, Martin (1450–1498)","Lichtenegg im Hausruckviertel","Steyr","m",1450,1498
4753,"Polheim, Siegmund (1494–1544)","Innsbruck","Gastein im Pongau","m",1494,1544
4754,"Polheim, Andreas (1528–1589)","Lichtenegg im Hausruckviertel","Wels","m",1528,1589
4755,"Polheim, Maximilian (1572–1616), Truchsess","Ottenschlag im Waldviertel","Gobelsburg im Kamptal","m",1572,1616
4756,"Polheim, Ludwig (1529–1608)","Lichtenegg im Hausruckviertel","Wels","m",1529,1608
4757,"Polheim, Gottfried (1572–1629), Truchsess","Lichtenegg im Hausruckviertel","","m",1572,1629
4758,"Polheim, Reinprecht (1571–1615)","Lichtenegg im Hausruckviertel","Linz an der Donau","m",1571,1615
4759,"Thannhausen, Balthasar (1450–1516)","","Friesach in Kärnten","m",1450,1516
4760,"Thannhausen, Balthasar (1520–1560)","","","m",1520,1560
4761,"Thannhausen, Franz (1490–1548)","","","m",1490,1548
4762,"Thannhausen, Jakob (1530–1560)","","Friesach in Kärnten","m",1530,1560
4763,"Herzan von Harras, Johann Adam (1590–1655)","","Rothenhaus im Erzgebirge","m",1590,1655
4764,"Enenkel von Albrechtsberg, Christoph (1480–1538)","Albrechtsberg an der Pielach","","m",1480,1538
4765,"Enenkel von Albrechtsberg, Achaz (1513–1574)","Albrechtsberg an der Pielach","Maria Laach am Jauerling","m",1513,1574
4766,"Rosenberg, Wolfgang (1218–1262), Landeshauptmann der Steiermark","Rosenberg in Böhmen","Graz, ▭ Hohenfurth an der Moldau","m",1218,1262
4767,"Rosenberg, Heinrich (1250–1310)","Rosenberg in Böhmen","Prag, ▭ Hohenfurth an der Moldau","m",1250,1310
4768,"Rosenberg, Peter (1282–1347)","Rosenberg in Böhmen","Krumau in Böhmen, ▭ Hohenfurth an der Moldau","m",1282,1347
4769,"Rosenberg, Ulrich (1325–1390)","Krumau in Böhmen","","m",1325,1390
4770,"Rosenberg, Heinrich (1361–1412), Oberstburggraf von Prag","Krumau in Böhmen","Prag","m",1361,1412
4771,"Rosenberg, Ulrich (1403–1462), Statthalter von Böhmen","Krumau in Böhmen","Krumau in Böhmen","m",1403,1462
4772,"Rosenberg, Perchta (1429–1476)","Krumau in Böhmen","Wien","w",1429,1476
4773,"Rosenberg, Ludmila (1432–1456)","Krumau in Böhmen","","w",1432,1456
4774,"Rosenberg, Agnes (1435–1488)","Krumau in Böhmen","Wittingau","w",1435,1488
4775,"Magno, Karl (1550–1620), Hofpostmeister","Murowitz","","m",1550,1620
4776,"Fürstenberg, Friedrich (1602–1655), Reichshofrat","Blumberg in der Baar","Datschütz","m",1602,1655
4777,"Fürstenberg, Maximilian Franz (1634–1681), Kämmerer","Stühlingen","Straßburg im Elsass","m",1634,1681
4778,"Firmian, Niklas (1451–1509), Landeshauptmann von Tirol","Bozen","Trento","m",1451,1509
4779,"Firmian, Georg (1479–1540), Landeshauptmann von Tirol","Kronmetz im Etschtal","Sankt Pauls in Eppan","m",1479,1540
4780,"Firmian, Anna (1505–1543)","Kronmetz im Etschtal","Mattighofen","w",1505,1543
4781,"Firmian, Leopold Anton (1679–1744), Erzbischof von Salzburg","München","Salzburg:Dom","m",1679,1744
4782,"Thun, Georg Vigil (1630–1692), Kämmerer","Kastelpfund","Salzburg","m",1630,1692
4783,"Thun, Jakob Maximilian (1681–1741), Bischof von Gurk","Kastelpfund","Straßburg in Kärnten","m",1681,1741
4784,"Polheim, Matthias (1608–1673)","Lichtenegg im Hausruckviertel","Wien","m",1608,1673
4785,"Zborowski, Martin (1492–1565)","","","m",1492,1565
4786,"Zborowski, Christina (1540–1588)","","","w",1540,1588
4787,"Wittelsbach, Klement August (1700–1761), Erzbischof von Köln","Brüssel","Ehrenbreitstein","m",1700,1761
4788,"Wittelsbach, Ferdinand Maria (1699–1738)","Brüssel","München:Theatinerkirche","m",1699,1738
4789,"Wittelsbach, Johann Theodor (1703–1763), Bischof von Lüttich","München","Lüttich","m",1703,1763
4790,"Wittelsbach, Philipp Moritz (1698–1719)","Brüssel","Rom","m",1698,1719
4791,"Praschma von Bilkau, Peter (1510–1559)","Bilkau in Mähren","","m",1510,1559
4792,"Sapieha, Leonhard (1557–1633)","Ostrowno","Vilnius","m",1557,1633
4793,"Chodkiewicz, Alexander (1475–1549)","Nowogródek","Supraśl","m",1475,1549
4794,"Chodkiewicz, Gregor (1514–1572)","Vilnius","Supraśl","m",1514,1572
4795,"Chodkiewicz, Andreas (1549–1575), Truchsess","Vilnius","Supraśl","m",1549,1575
4796,"Chodkiewicz, Alexander (1550–1578), Hofdiener","Vilnius","Supraśl","m",1550,1578
4797,"Chodkiewicz, Hieronym (1515–1561)","Vilnius","Vilnius","m",1515,1561
4798,"Chodkiewicz, Johann (1537–1579)","Vilnius","Vilnius","m",1537,1579
4799,"Chodkiewicz, Johann Karl (1560–1621)","Vilnius","Chotyn","m",1560,1621
4800,"Tschirnhaus, Michael (1540–1607)","Mittelwalde in Schlesien","","m",1540,1607
4801,"Tschirnhaus, Johann (1570–1631), Hofkriegsrat","Mittelwalde in Schlesien","","m",1570,1631
4802,"Lindegg, Friedrich (1360–1412)","Lindegg in der Krain","","m",1360,1412
4803,"Lindegg, Johann (1395–1467)","Lindegg in der Krain","","m",1395,1467
4804,"Lindegg, Georg (1485–1542)","Lindegg in der Krain","","m",1485,1542
4805,"Lindegg, Niklas (1478–1578)","Lindegg in der Krain","Rovereid","m",1478,1578
4806,"Lindegg, Kaspar (1512–1588), Reichshofratssekretär","Rovereid","Mollenburg, ▭ Weiten im Waldviertel","m",1512,1588
4807,"Kollonitsch, Siegfried (1550–1594), Panetier","Schleinitz in der Krain","Jedenspeigen an der March","m",1550,1594
4808,"Kollonitsch, Johann Bartlme (1535–1587), Truchsess","Schleinitz in der Krain","Kaschau","m",1535,1587
4809,"Lobkowicz, Georg (1500–1534)","","","m",1500,1534
4810,"Lobkowicz, Heinrich (1532–1576)","","","m",1532,1576
4811,"Lobkowicz, Eva (1568–1631)","","Militsch","w",1568,1631
4812,"Schrott von Kindberg, Johann Christoph (1510–1572)","Kindberg im Mürztal","","m",1510,1572
4813,"Schrott von Kindberg, Sophia (1540–1580)","Kindberg im Mürztal","","w",1540,1580
4814,"Praschma von Bilkau, Johann (1535–1599)","Bilkau in Mähren","","m",1535,1599
4815,"Praschma von Bilkau, Karl (1580–1625)","Bilkau in Mähren","","m",1580,1625
4816,"Praschma von Bilkau, Benedikt (1565–1626)","Bilkau in Mähren","","m",1565,1626
4817,"Praschma von Bilkau, Franz Wilhelm (1602–1666)","Bilkau in Mähren","","m",1602,1666
4818,"Praschma von Bilkau, Karl Stephan (1654–1694), Kämmerer","Bilkau in Mähren","","m",1654,1694
4819,"Redern, Christoph (1480–1533)","Ruppersdorf in Schlesien","","m",1480,1533
4820,"Redern, Georg (1510–1557)","Ruppersdorf in Schlesien","","m",1510,1557
4821,"Waldstein, Heinrich (1517–1579), Hofdiener","","Dobrovice","m",1517,1579
4822,"Schlick, Albin (1585–1618)","","","m",1585,1618
4823,"Wratislaw von Mitrowitz, Johann (1500–1546)","","","m",1500,1546
4824,"Wratislaw von Mitrowitz, Georg (1540–1612)","","","m",1540,1612
4825,"Wratislaw von Mitrowitz, Albrecht (1580–1615), Kämmerer","","","m",1580,1615
4826,"Schlick, Niklas (1450–1522)","","Falkenau an der Eger","m",1450,1522
4827,"Schlick, Albin (1490–1551)","Falkenau an der Eger","Wandersleben","m",1490,1551
4828,"Schlick, Christoph (1543–1615)","Falkenau an der Eger","","m",1543,1615
4829,"Schlick, Johann Albin (1579–1640)","Falkenau an der Eger","Zwickau","m",1579,1640
4830,"Schlick, Christoph Karl (1611–1633)","Falkenau an der Eger","Höchstadt an der Aisch, ▭ Schweinfurt","m",1611,1633
4831,"Waldstein, Heinrich (1568–1623)","Dobrovice","Dresden","m",1568,1623
4832,"Waldstein, Heinrich (1310–1368)","","","m",1310,1368
4833,"Waldstein, Ignaz (1350–1402)","","Iglau in Mähren","m",1350,1402
4834,"Waldstein, Sidonius (1390–1466)","Pirnitz","","m",1390,1466
4835,"Waldstein, Burian (1480–1544)","Pirnitz","","m",1480,1544
4836,"Waldstein, Sidonius (1515–1561)","Pirnitz","Pirnitz","m",1515,1561
4837,"Waldstein, Ignaz (1548–1596), Landeshauptmann von Mähren","Pirnitz","","m",1548,1596
4838,"Waldstein, Heinrich (1555–1589)","Pirnitz","","m",1555,1589
4839,"Waldstein, Sidonius (1581–1623)","Pirnitz","Spielberg in Mähren","m",1581,1623
4840,"Lindegg, Matthias (1550–1601)","Lizzana","Göttweig","m",1550,1601
4841,"Lindegg, Christoph (1555–1602)","Lizzana","Mollenburg, ▭ Weiten im Waldviertel","m",1555,1602
4842,"Waldstein, Johann (1470–1530)","","","m",1470,1530
4843,"Waldstein, Bernhardina (1505–1575)","","","w",1505,1575
4844,"Spaur, Ulrich (1500–1549)","Spaur auf dem Nonsberg","Trento","m",1500,1549
4845,"Spaur, Johann Thomas (1528–1591), Bischof von Brixen","Spaur auf dem Nonsberg","Brixen am Eisack","m",1528,1591
4846,"Spaur, Maria Christina (1530–1580)","Spaur auf dem Nonsberg","Laibach","w",1530,1580
4847,"Spaur, Christoph Andreas (1543–1613), Bischof von Brixen","Spaur auf dem Nonsberg","Brixen am Eisack","m",1543,1613
4848,"Hohberg, Melchior (1506–1566), Hofkammerrat","Güttmannsdorf","Ottenschlag im Waldviertel:Pfarrkirche","m",1506,1566
4849,"Hohberg, Heinrich (1552–1606)","Güttmannsdorf","","m",1552,1606
4850,"Thurn, Magdalena (1585–1617)","Lipnitz an der Sasau","","w",1585,1617
4851,"Thurn, Elisabeth (1595–1622)","Lipnitz an der Sasau","","w",1595,1622
4852,"Thurn, Heinrich Wenzel (1590–1642)","Lipnitz an der Sasau","","m",1590,1642
4853,"Scala, Johann (1440–1490)","","Regensburg","m",1440,1490
4854,"Scala, Johann (1471–1547)","","Ingolstadt","m",1471,1547
4855,"Scala, Johann Christoph (1505–1544)","Amerang im Chiemgau","Ceresole Alba","m",1505,1544
4856,"Scala, Johann Warmund (1540–1592)","Amerang im Chiemgau","Amerang im Chiemgau","m",1540,1592
4857,"Scala, Johanna (1574–1644)","Amerang im Chiemgau","Tittmoning an der Salzach","w",1574,1644
4858,"Geizkofler von Reifenegg, Johann (1498–1563)","Sterzing","Sterzing","m",1498,1563
4859,"Geizkofler von Reifenegg, Kaspar (1531–1575), Hofkammersekretär","Sterzing","Karlsbad, ▭ Joachimsthal im Erzgebirge","m",1531,1575
4860,"Geizkofler von Reifenegg, Georg (1526–1577), Münzmeister in Joachimsthal","Sterzing","Joachimsthal im Erzgebirge","m",1526,1577
4861,"Geizkofler von Reifenegg, Johann (1530–1581), Münzmeister in Salzburg","Sterzing","Salzburg","m",1530,1581
4862,"Gienger, Damian (1475–1556)","Ulm an der Donau","","m",1475,1556
4863,"Gienger, Georg (1500–1577), Obersthofmarschall","Langenau an der Donau","Lorch an der Enns:Minoritenkirche","m",1500,1577
4864,"Gienger, Johann (1505–1569)","Langenau an der Donau","Montfort im Rheintal","m",1505,1569
4865,"Gienger, Jakob (1510–1578), Hofkammerrat","Langenau an der Donau","Grünbichl im Mostviertel","m",1510,1578
4866,"Gienger, Anton (1513–1574), Hofkammerrat","Langenau an der Donau","Wien:Stephansdom","m",1513,1574
4867,"Gienger, Leonhard (1514–1588), Obersthofmeister","Langenau an der Donau","","m",1514,1588
4868,"Gienger, Kosmas (1516–1592)","Langenau an der Donau","Linz an der Donau","m",1516,1592
4869,"Gienger, Wilhelm (1519–1586), Hofkammerrat","Langenau an der Donau","Wien:Schottenkirche","m",1519,1586
4870,"Gienger, Niklas (1556–1636)","Grünbichl im Mostviertel","","m",1556,1636
4871,"Frangipane di Veglia, Trajan (1420–1487)","Zengg","","m",1420,1487
4872,"Frangipane di Veglia, Anna (1460–1498)","Sluin","","w",1460,1498
4873,"Geizkofler von Reifenegg, Ferdinand (1592–1653)","Augsburg","Regensburg","m",1592,1653
4874,"Schaffgotsch, Balthasar (1555–1595)","Langenau im Riesengebirge","","m",1555,1595
4875,"Proskau, Johann (1480–1538)","Proskau","","m",1480,1538
4876,"Zaruba von Hustirzan, Wenzel (1490–1543)","Hustířan","","m",1490,1543
4877,"Zaruba von Hustirzan, Johann (1520–1567)","Hustířan","","m",1520,1567
4878,"Zaruba von Hustirzan, Anna (1540–1581)","Hustířan","","w",1540,1581
4879,"Kolowrat, Herbert (1365–1427)","","","m",1365,1427
4880,"Kolowrat, Johann (1390–1450)","","","m",1390,1450
4881,"Kolowrat, Johann (1430–1483), Administrator von Prag","","Prag","m",1430,1483
4882,"Kolowrat, Albrecht (1463–1510), Burggraf von Karlstein","","","m",1463,1510
4883,"Kolowrat, Jaroslaus (1530–1581)","","","m",1530,1581
4884,"Fugger, Hieronym (1584–1633)","Babenhausen in Schwaben","","m",1584,1633
4885,"Fugger, Leopold (1620–1662), Oberststallmeister","Babenhausen in Schwaben","Wasserburg am Bodensee:Georgskirche","m",1620,1662
4886,"Kirchberger von Kirchberg, Siegmund (1400–1476)","","","m",1400,1476
4887,"Kirchberger von Kirchberg, Georg (1440–1493)","","","m",1440,1493
4888,"Kirchberger von Kirchberg, Bernhard (1470–1531)","","Viehofen an der Traisen, ▭ Sankt Pölten:Stiftskirche","m",1470,1531
4889,"Kirchberger von Kirchberg, Leonhard (1510–1561)","","","m",1510,1561
4890,"Kirchberger von Kirchberg, Ludwig (1520–1563)","","Hohenegg im Dunkelsteinerwald, ▭ Sankt Pölten:Stiftskirche","m",1520,1563
4891,"Kirchberger von Kirchberg, Wolfgang (1430–1498)","","","m",1430,1498
4892,"Kirchberger von Kirchberg, Georg (1490–1541)","","Rottenburg am Neckar","m",1490,1541
4893,"Kirchberger von Kirchberg, Georg (1550–1594)","Rottenburg am Neckar","Ehingen am Neckar","m",1550,1594
4894,"Kolowrat, Franz Wilhelm (1653–1715), Kämmerer","Prag","Prag","m",1653,1715
4895,"Kolowrat, Norbert Leopold (1655–1716), Reichshofrat","Prag","Reichenau an der Knieschna","m",1655,1716
4896,"Kolowrat, Ferdinand Lorenz (1668–1694), Kämmerer","Brünn in Mähren","Wardein an der Donau","m",1668,1694
4897,"Kuefstein, Lorenz (1496–1547)","","Röhrenbach im Waldviertel","m",1496,1547
4898,"Breunner, Helfried (1545–1580), Mundschenk","","","m",1545,1580
4899,"Breunner, Elisabeth (1580–1611)","","","w",1580,1611
4900,"Bibran, Heinrich (1597–1644), Kämmerer","Modlau in Schlesien","Bojanowo","m",1597,1644
4901,"Bibran, Niklas Alexander (1626–1680)","Liegnitz","Schweidnitz","m",1626,1680
4902,"Bibran, Siegmund Heinrich (1640–1693)","Liegnitz","Reisicht in Schlesien, ▭ Ossig in Schlesien","m",1640,1693
